id,role,career_switch,industry,language,rating_breakin,important_factors,sex,age,country,education,ethnicity,avgsalary
62a3676bb4da29969c633ac7,Data Analyst,No,Finance,None,Neither easy nor difficult,Learning New Skills,Male,24,Nigeria,Bachelors,Black Or African American,20000
62a36794b4da29969c633b48,Data Analyst,No,Finance,Python,Neither easy nor difficult,Better Salary,Male,30,Other,Masters,African,20000
62a367d224a2626027387b56,Data Analyst,No,Finance,Other,Neither easy nor difficult,Good Work/Life Balance,Male,33,United States,Bachelors,White Or Caucasian,187500
62a367ed18134ddc75cee697,Data Analyst,No,Energy,Other,Difficult,Better Salary,Male,23,United States,Bachelors,Hispanic Or Latino,75500
62a36802f8f7561645857e38,Data Analyst,Yes,Tech,Python,Difficult,Remote,Female,33,United Kingdom,Masters,Asian Or Asian American,75500
62a3684ebc6861bf31771f15,Data Analyst,No,Finance,Python,Neither easy nor difficult,Better Salary,Male,25,United States,Bachelors,White Or Caucasian,115500
62a3688df8f7561645857f7e,Data Analyst,No,Other,Python,Neither easy nor difficult,Remote,Female,27,Other,Masters,White Or Caucasian,20000
62a368ee2e54c9003e537e4a,Data Analyst,Yes,Finance,C/C++,Very Easy,Good Work/Life Balance,Male,30,United Kingdom,Bachelors,White Or Caucasian,20000
62a369280a77c1a77f661ad0,Data Analyst,Yes,Tech,Python,Neither easy nor difficult,Remote,Male,29,Nigeria,Bachelors,Black Or African American,20000
62a36969f8f756164585821d,Data Analyst,Yes,Healthcare,Python,Easy,Better Salary,Male,25,India,Masters,Indian,20000
62a3697ff408bae018ed948b,Data Analyst,No,Telecommunication,None,Easy,Remote,Male,40,United States,High School,Hispanic Or Latino,95500
62a36ac6cf255543173063d8,Data Analyst,No,Government,Other,Neither easy nor difficult,Better Salary,Female,29,Canada,Bachelors,Other,53000
62a36ad1f408bae018ed9793,Data Analyst,No,Other,Python,Difficult,Remote,Male,29,India,Masters,Asian Or Asian American,53000
62a36b6c24a26260273882a2,Data Analyst,Yes,Education,Python,Neither easy nor difficult,Better Salary,Male,28,Nigeria,Masters,Black Or African American,20000
62a36b862e54c9003e5383c6,Other,No,Other,Other,Neither easy nor difficult,Good Work/Life Balance,Male,34,United Kingdom,Bachelors,White Or Caucasian,95500
62a36d12f8d5efcc22f82cd8,Student/Looking/None,No,Tech,Python,Easy,Learning New Skills,Male,24,Other,Masters,White Or Caucasian,20000
62a36d3124a262602738862c,Data Analyst,Yes,Telecommunication,Python,Very Easy,Better Salary,Male,26,Other,Bachelors,Other,20000
62a36e470a77c1a77f662470,Data Analyst,No,Tech,Python,Difficult,Good Work/Life Balance,Male,28,United States,Bachelors,Hispanic Or Latino,137500
62a36e7024a262602738890a,Student/Looking/None,No,Education,R,Difficult,Good Work/Life Balance,Male,25,Germany,Masters,White Or Caucasian,20000
62a36fe67dc029e2d66c5303,Data Analyst,Yes,Tech,Python,Easy,Better Salary,Male,33,Other,Bachelors,Hispanic Or Latino,20000
62a3701f575fa3a5ae89164e,Data Analyst,Yes,Finance,Python,Neither easy nor difficult,Remote,Male,30,Other,Masters,White Or Caucasian,75500
62a370635d257a28a30de5eb,Data Analyst,Yes,Finance,Python,Very Difficult,Better Salary,Male,35,India,Bachelors,Indian,20000
62a37128d8c00e9f541a39dd,Data Analyst,No,Automotive,None,Difficult,Better Salary,Male,25,Other,Bachelors,White Or Caucasian,20000
62a3715124a2626027388f02,Data Analyst,No,Government,Python,Easy,Better Salary,Male,23,Other,Bachelors,White Or Caucasian,20000
62a37222cf2555431730732d,Data Engineer,No,Healthcare,Python,Neither easy nor difficult,Good Work/Life Balance,Male,24,Other,Bachelors,Hispanic Or Latino,20000
62a373efbc6861bf3177360b,Data Analyst,Yes,Education,SQL,Neither easy nor difficult,Better Salary,Male,27,United States,Masters,Black Or African American,187500
62a3759e5d257a28a30def3a,Data Analyst,Yes,Manufacturing,Python,Neither easy nor difficult,Remote,Male,32,United States,Bachelors,Asian Or Asian American,75500
62a3777624a262602738997e,Data Analyst,Yes,Tech,Python,Neither easy nor difficult,Good Work/Life Balance,Male,50,Canada,Bachelors,White Or Caucasian,53000
62a377987dc029e2d66c638d,Other,Yes,Other,Python,Neither easy nor difficult,Remote,Male,29,United States,High School,White Or Caucasian,75500
62a377f424a2626027389af3,Data Analyst,Yes,Telecommunication,R,Neither easy nor difficult,Good Work/Life Balance,Male,41,Other,Bachelors,Hispanic Or Latino,20000
62a3784c0f8c8599d5af8fbc,Database Admin,No,Other,R,Neither easy nor difficult,Better Salary,Male,23,United States,Associates,White Or Caucasian,20000
62a37a43d8c00e9f541a4a7c,Data Analyst,Yes,Finance,Python,Difficult,Better Salary,Male,31,Nigeria,Bachelors,Black Or African American,20000
62a37a7818134ddc75cf0d4c,Data Analyst,No,Healthcare,Python,Difficult,Better Salary,Male,22,Other,Bachelors,Other,20000
62a37aa1cf255543173081e5,Data Analyst,No,Finance,Python,Very Difficult,Better Salary,Male,29,United States,Masters,Hispanic Or Latino,75500
62a37ad924a2626027389f8a,Data Scientist,Yes,Tech,Python,Difficult,Good Culture,Male,23,Other,Bachelors,Indian,20000
62a37b7db4da29969c636123,Student/Looking/None,No,Other,None,Neither easy nor difficult,Remote,Female,24,United States,High School,Hispanic Or Latino,20000
62a37bab2e54c9003e53a10a,Data Analyst,Yes,Manufacturing,Python,Neither easy nor difficult,Better Salary,Male,26,United States,Bachelors,Black Or African American,75500
62a37c50cec54911e9cacee2,Student/Looking/None,Yes,Finance,Python,Difficult,Good Culture,Male,31,India,Bachelors,Asian Or Asian American,20000
62a37d41bae91e4b8b8369f7,Data Analyst,Yes,Other,Python,Neither easy nor difficult,Remote,Male,22,Nigeria,Bachelors,Black Or African American,20000
62a37f8db4da29969c6367bf,Data Analyst,Yes,Other,Python,Neither easy nor difficult,Remote,Male,31,Germany,Bachelors,White Or Caucasian,75500
62a37ff3bae91e4b8b836ed0,Student/Looking/None,Yes,Tech,Python,Neither easy nor difficult,Better Salary,Male,27,United States,Masters,Asian Or Asian American,20000
62a38023575fa3a5ae89339e,Student/Looking/None,No,NA,Python,Difficult,Better Salary,Female,25,United States,Bachelors,Asian Or Asian American,20000
62a38153cec54911e9cad855,Data Analyst,Yes,Healthcare,Python,Easy,Good Work/Life Balance,Male,30,Other,Masters,Hispanic Or Latino,20000
62a381d024a262602738ab19,Data Analyst,Yes,Healthcare,R,Easy,Learning New Skills,Male,28,United States,Masters,Hispanic Or Latino,53000
62a38227bae91e4b8b837235,Data Analyst,No,Finance,Python,Easy,Remote,Male,26,United States,Bachelors,White Or Caucasian,137500
62a38489cf25554317309145,Data Scientist,Yes,Retail,Python,Neither easy nor difficult,Remote,Female,32,United States,Masters,White Or Caucasian,137500
62a384f0cec54911e9cadd6f,Data Analyst,Yes,Marketing,SQL,Neither easy nor difficult,Better Salary,Female,40,Other,PhD,White Or Caucasian,20000
62a385480f8c8599d5afa5c6,Data Engineer,Yes,Manufacturing,Python,Neither easy nor difficult,Better Salary,Male,36,Other,Associates,Asian Or Asian American,20000
62a3856218134ddc75cf1ee0,Data Analyst,Yes,Finance,Python,Difficult,Better Salary,Male,35,United States,Bachelors,Hispanic Or Latino,75500
62a385c40f8c8599d5afa6cf,Data Analyst,Yes,Tech,Python,Very Difficult,Good Work/Life Balance,Male,29,United States,Masters,Asian Or Asian American,75500
62a385ddbae91e4b8b837855,Data Analyst,No,Finance,Python,Neither easy nor difficult,Other,Female,25,Germany,Masters,Hispanic Or Latino,53000
62a385e7b4da29969c6372ab,BI Developer,Yes,Other,Python,Difficult,Remote,Male,29,United States,Bachelors,White Or Caucasian,53000
62a386dfcec54911e9cae1d3,Data Analyst,No,Other,Python,Difficult,Good Work/Life Balance,Male,26,United States,Bachelors,Black Or African American,95500
62a3870bbc6861bf31775841,Data Analyst,No,Marketing,R,Neither easy nor difficult,Remote,Male,34,Other,Bachelors,Black Or African American,20000
62a38733f8d5efcc22f859fc,Data Analyst,Yes,Finance,Python,Neither easy nor difficult,Good Work/Life Balance,Male,26,Other,Bachelors,White Or Caucasian,20000
62a387e6575fa3a5ae8940a1,Data Analyst,No,Tech,Python,Difficult,Learning New Skills,Female,22,India,Bachelors,Asian Or Asian American,20000
62a388d524a262602738b869,Student/Looking/None,Yes,Construction,Python,Very Difficult,Remote,Female,24,Other,Bachelors,Black Or African American,20000
62a38975b4da29969c637830,Data Analyst,No,Other,Python,Neither easy nor difficult,Better Salary,Male,26,Other,Bachelors,Hispanic Or Latino,20000
62a38985f8f756164585b89c,Other,Yes,Finance,Python,Very Difficult,Good Work/Life Balance,Female,34,Other,Masters,White Or Caucasian,20000
62a389b70f8c8599d5afad1a,Data Analyst,No,Tech,Python,Neither easy nor difficult,Better Salary,Male,29,India,Bachelors,Asian Or Asian American,20000
62a389ed18134ddc75cf24f8,Data Scientist,No,Tech,R,Easy,Better Salary,Male,21,Nigeria,Bachelors,Black Or African American,20000
62a38a060a77c1a77f6654b7,Data Analyst,No,Other,Python,Neither easy nor difficult,Good Work/Life Balance,Female,35,Other,Masters,White Or Caucasian,20000
62a38a4d575fa3a5ae8944df,Data Analyst,No,Education,Python,Neither easy nor difficult,Good Work/Life Balance,Male,26,United States,Bachelors,Black Or African American,53000
62a38a97cf25554317309af2,Data Analyst,Yes,Other,Python,Neither easy nor difficult,Remote,Male,28,United States,Bachelors,White Or Caucasian,53000
62a38c120f8c8599d5afb0e9,Database Admin,No,Other,Python,Easy,Better Salary,Female,33,United States,Bachelors,White Or Caucasian,53000
62a38c9dbc6861bf317760c4,Data Analyst,Yes,Consulting,SQL,Easy,Better Salary,Female,56,United States,Bachelors,White Or Caucasian,75500
62a38de50f8c8599d5afb3e7,Other,No,Other,Python,Difficult,Good Work/Life Balance,Male,23,India,Bachelors,Asian Or Asian American,20000
62a3906224a262602738c58a,Data Scientist,Yes,Healthcare,Python,Difficult,Better Salary,Male,28,United States,Masters,White Or Caucasian,137500
62a3907cbae91e4b8b838917,Student/Looking/None,No,NA,Javascript,Neither easy nor difficult,Remote,Male,21,Other,High School,White Or Caucasian,20000
62a390c0d8c00e9f541a6fd7,Student/Looking/None,No,Other,Python,Neither easy nor difficult,Good Work/Life Balance,Male,35,United States,Masters,Black Or African American,75500
62a390e4f3072dd89262c0cd,Data Analyst,No,Healthcare,Python,Neither easy nor difficult,Remote,Male,29,Other,Masters,Asian Or Asian American,53000
62a391cacf2555431730a623,Data Analyst,No,Tech,Python,Neither easy nor difficult,Other,Female,23,United States,Bachelors,Asian Or Asian American,95500
62a39214f8f756164585c6b6,Other,No,Finance,Python,Difficult,Good Work/Life Balance,Male,25,India,Bachelors,Asian Or Asian American,53000
62a39297b4da29969c638679,Data Engineer,Yes,Other,Python,Easy,Better Salary,Male,27,United States,Masters,White Or Caucasian,95500
62a393330a77c1a77f6662e4,Data Analyst,No,Tech,Python,Neither easy nor difficult,Better Salary,Male,22,India,Bachelors,Indian,20000
62a3944024a262602738cb07,Data Analyst,Yes,Other,Python,Neither easy nor difficult,Good Work/Life Balance,Male,22,India,Bachelors,Asian Or Asian American,20000
62a3951ed8c00e9f541a75d1,Other,No,Other,Other,Neither easy nor difficult,Better Salary,Male,43,United States,Masters,Asian Or Asian American,115500
62a3958fcec54911e9caf827,Other,Yes,Tech,Python,Difficult,Better Salary,Female,32,United States,Bachelors,Asian Or Asian American,20000
62a3970ebae91e4b8b839495,Student/Looking/None,Yes,Healthcare,Other,Difficult,Good Work/Life Balance,Female,42,United States,Masters,Asian Or Asian American,75500
62a3976ecf2555431730af5e,Data Analyst,No,Other,Python,Very Difficult,Remote,Male,31,United States,Bachelors,Hispanic Or Latino,75500
62a397fb5d257a28a30e279a,Data Engineer,No,Marketing,Python,Neither easy nor difficult,Better Salary,Male,25,United Kingdom,Bachelors,White Or Caucasian,20000
62a3980c7dc029e2d66c9a81,Data Analyst,No,Other,SQL,Neither easy nor difficult,Better Salary,Female,25,United States,Masters,Asian Or Asian American,53000
62a3980e0f8c8599d5afc32c,Data Analyst,Yes,Other,Other,Difficult,Good Work/Life Balance,Male,31,United States,Masters,Asian Or Asian American,115500
62a39a340f8c8599d5afc6ce,Data Scientist,Yes,Education,Python,Difficult,Better Salary,Male,36,Other,Masters,White Or Caucasian,20000
62a39a95bc6861bf3177751d,Data Scientist,No,Healthcare,Python,Neither easy nor difficult,Good Work/Life Balance,Female,35,Other,Masters,White Or Caucasian,53000
62a39b315d257a28a30e2cae,Data Analyst,Yes,Other,R,Easy,Remote,Male,28,United States,Bachelors,White Or Caucasian,75500
62a39b6cf408bae018ede929,Data Analyst,No,Other,Python,Neither easy nor difficult,Better Salary,Male,27,Other,Bachelors,Hispanic Or Latino,20000
62a39bd324a262602738d725,Data Analyst,Yes,Other,Python,Easy,Good Work/Life Balance,Male,25,Other,Bachelors,Hispanic Or Latino,20000
62a39e03f408bae018eded39,Data Analyst,No,Other,Python,Neither easy nor difficult,Better Salary,Male,25,Other,Bachelors,White Or Caucasian,20000
62a39e69d8c00e9f541a8358,Other,No,Other,R,Difficult,Good Work/Life Balance,Male,22,United States,Masters,White Or Caucasian,53000
62a3a0bcf8f756164585daf7,Data Analyst,Yes,Healthcare,None,Neither easy nor difficult,Good Culture,Male,38,Germany,High School,White Or Caucasian,53000
62a3a1a62e54c9003e53dc35,Data Analyst,Yes,Education,Python,Difficult,Good Culture,Male,27,Other,Bachelors,Black Or African American,20000
62a3a231b4da29969c639b2c,Data Analyst,Yes,Consulting,None,Easy,Remote,Female,34,Canada,Bachelors,Black Or African American,95500
62a3a3800f8c8599d5afd4db,Data Analyst,Yes,Other,Python,Difficult,Better Salary,Female,31,United States,Bachelors,White Or Caucasian,75500
62a3a4fdbae91e4b8b83ab6f,Data Analyst,Yes,Tech,Python,Neither easy nor difficult,Better Salary,Female,33,Canada,Masters,Black Or African American,53000
62a3a7f50a77c1a77f668221,Student/Looking/None,Yes,Tech,Python,Very Difficult,Remote,Male,23,United States,Bachelors,Asian Or Asian American,20000
62a3a90f24a262602738e800,Data Analyst,Yes,Healthcare,Other,Neither easy nor difficult,Better Salary,Female,25,United States,Bachelors,Asian Or Asian American,53000
62a3a9dbd8c00e9f541a93eb,Data Analyst,Yes,Tech,Python,Difficult,Better Salary,Male,29,Other,Masters,White Or Caucasian,20000
62a3aaa3cec54911e9cb1724,Data Analyst,Yes,Healthcare,R,Neither easy nor difficult,Better Salary,Female,29,United States,Masters,Black Or African American,53000
62a3ab320f8c8599d5afdfa8,Data Analyst,Yes,Tech,R,Easy,Better Salary,Male,31,India,Masters,Asian Or Asian American,20000
62a3abacd8c00e9f541a96eb,Student/Looking/None,No,Government,R,Very Difficult,Remote,Male,34,Other,High School,Black Or African American,20000
62a3ac4bf8f756164585ea83,Data Analyst,Yes,Tech,Python,Easy,Good Work/Life Balance,Male,26,Other,Bachelors,Other,20000
62a3ad35cec54911e9cb1b5c,Data Scientist,No,Healthcare,Python,Neither easy nor difficult,Remote,Female,26,United States,Bachelors,White Or Caucasian,95500
62a3ae69bc6861bf3177900d,Other,Yes,Other,DAX,Difficult,Learning New Skills,Male,27,United States,Masters,Black Or African American,53000
62a3af26cec54911e9cb1f3a,Data Analyst,Yes,Logistics,Python,Neither easy nor difficult,Remote,Male,26,United States,Bachelors,White Or Caucasian,75500
62a3af66f8f756164585eeb8,Student/Looking/None,Yes,Tech,Python,Very Difficult,Better Salary,Female,26,United States,Masters,Asian Or Asian American,20000
62a3b135b4da29969c63b1ed,Data Analyst,Yes,Finance,R,Easy,Better Salary,Male,24,United States,Bachelors,White Or Caucasian,53000
62a3b255d8c00e9f541a9fd5,Data Analyst,Yes,Retail,Python,Easy,Better Salary,Female,28,Other,Masters,Indian,95500
62a3b314f408bae018ee0938,Data Analyst,Yes,Manufacturing,R,Easy,Better Salary,Male,29,United States,Bachelors,White Or Caucasian,115500
62a3b3f6bc6861bf3177973b,Data Analyst,Yes,Finance,Python,Very Difficult,Better Salary,Female,26,United States,Masters,Asian Or Asian American,75500
62a3ba4dbc6861bf31779f24,Data Analyst,Yes,Other,Python,Neither easy nor difficult,Better Salary,Male,28,United Kingdom,Bachelors,White Or Caucasian,53000
62a3baa624a262602738ff27,Data Analyst,No,Finance,Python,Easy,Other,Male,25,Other,Masters,White Or Caucasian,20000
62a3bc00d8c00e9f541aad66,Data Analyst,Yes,Finance,R,Difficult,Better Salary,Female,26,United States,Bachelors,Asian Or Asian American,75500
62a3bf1b0a77c1a77f66a347,Data Engineer,Yes,Healthcare,Python,Neither easy nor difficult,Remote,Female,38,United States,Masters,White Or Caucasian,137500
62a3c021f8f756164586043f,Other,Yes,Other,SQL,Neither easy nor difficult,Better Salary,Female,20,Nigeria,High School,Black Or African American,20000
62a3c1b1bc6861bf3177aa8c,Data Analyst,No,Education,SQL,Neither easy nor difficult,Remote,Female,45,United States,Masters,Black Or African American,75500
62a3c30324a26260273909b9,Data Analyst,No,Marketing,Python,Difficult,Good Work/Life Balance,Male,27,Canada,Masters,Other,95500
62a3c476bc6861bf3177ad9d,Data Analyst,Yes,Consulting,Python,Difficult,Good Culture,Male,28,Canada,Masters,Asian Or Asian American,53000
62a3c5f2cec54911e9cb3d9b,Student/Looking/None,Yes,NA,R,Neither easy nor difficult,Remote,Female,29,Germany,Bachelors,Other,20000
62a3c7f1bc6861bf3177b06e,Other,No,Tech,C/C++,Neither easy nor difficult,Better Salary,Female,43,Other,High School,Asian Or Asian American,53000
62a3c8652e54c9003e54103e,Data Analyst,Yes,Finance,Python,Neither easy nor difficult,Remote,Male,26,Other,Bachelors,Black Or African American,20000
62a3ca44bae91e4b8b83dcd4,Student/Looking/None,No,Tech,SQL,Neither easy nor difficult,Better Salary,Female,47,United States,Bachelors,Black Or African American,53000
62a3cafff8d5efcc22f8b5cb,Student/Looking/None,Yes,Finance,Python,Easy,Remote,Male,23,Nigeria,Bachelors,Black Or African American,20000
62a3cbfef8d5efcc22f8b6f1,Data Analyst,Yes,Tech,Python,Very Difficult,Better Salary,Male,25,Other,Bachelors,Other,20000
62a3cde8f8f7561645861366,Other,No,Finance,Python,Very Difficult,Learning New Skills,Male,32,Other,Masters,White Or Caucasian,20000
62a3cfed0f8c8599d5b00b12,Data Analyst,Yes,Finance,Python,Neither easy nor difficult,Better Salary,Female,25,United States,Bachelors,White Or Caucasian,20000
62a3d21ef3072dd8926314d1,Data Analyst,No,Finance,Python,Difficult,Remote,Female,29,Other,Bachelors,Hispanic Or Latino,20000
62a3d37c0a77c1a77f66bc0e,Data Analyst,No,Healthcare,SQL,Neither easy nor difficult,Better Salary,Female,33,United States,Bachelors,Asian Or Asian American,53000
62a3d8dbf8f7561645861f9d,Data Analyst,No,Education,Python,Easy,Learning New Skills,Male,36,United States,Masters,Asian Or Asian American,115500
62a3d9697dc029e2d66cf087,Data Analyst,Yes,Healthcare,Python,Difficult,Good Work/Life Balance,Male,25,United States,Bachelors,White Or Caucasian,53000
62a3dac9f3072dd892631e12,Data Scientist,No,Other,Python,Neither easy nor difficult,Good Work/Life Balance,Male,38,United States,Masters,White Or Caucasian,187500
62a3dc3ab4da29969c63e3d7,Data Analyst,Yes,Energy,R,Difficult,Good Work/Life Balance,Male,30,United States,Masters,Other,75500
62a3e2abf8f75616458628d1,Data Analyst,Yes,Tech,Python,Difficult,Good Culture,Male,35,United States,Masters,Black Or African American,53000
62a3e32bd8c00e9f541ad5f0,Other,No,Education,SQL,Difficult,Better Salary,Female,42,United States,Bachelors,White Or Caucasian,53000
62a3ecf7bc6861bf3177d5c2,Data Analyst,Yes,Healthcare,Python,Easy,Remote,Male,30,United States,Masters,White Or Caucasian,75500
62a3eea9bae91e4b8b8401a4,Student/Looking/None,Yes,NA,Python,Very Difficult,Better Salary,Female,25,Nigeria,Bachelors,Black Or African American,20000
62a3f39df8d5efcc22f8ddc2,Data Analyst,No,Healthcare,Python,Difficult,Good Culture,Female,28,United States,Bachelors,Asian Or Asian American,95500
62a3f6a25d257a28a30e9d02,Data Analyst,Yes,Manufacturing,Python,Very Difficult,Better Salary,Male,28,Canada,Bachelors,Asian Or Asian American,20000
62a3f6d9bae91e4b8b8408ca,Student/Looking/None,No,NA,SQL,Neither easy nor difficult,Better Salary,Male,20,Other,High School,Asian Or Asian American,20000
62a3fc7c7dc029e2d66d10e8,Data Analyst,Yes,Construction,Other,Easy,Good Culture,Male,33,United States,Masters,Hispanic Or Latino,115500
62a3fe0d5d257a28a30ea3c8,Data Analyst,No,Tech,Python,Easy,Better Salary,Male,23,United States,Associates,White Or Caucasian,75500
62a3fea50a77c1a77f66e41b,Data Analyst,Yes,Healthcare,R,Neither easy nor difficult,Better Salary,Female,35,Other,Bachelors,Hispanic Or Latino,20000
62a40276bc6861bf3177e6fd,Student/Looking/None,Yes,Automotive,Python,Difficult,Good Work/Life Balance,Male,22,India,Bachelors,Asian Or Asian American,20000
62a403bbf8d5efcc22f8eb18,Data Analyst,Yes,Tech,Python,Very Difficult,Better Salary,Male,33,India,Bachelors,Asian Or Asian American,20000
62a403d30f8c8599d5b03d65,Data Engineer,No,Government,Python,Very Easy,Better Salary,Male,22,United States,Bachelors,White Or Caucasian,20000
62a4044acf25554317312a81,Data Analyst,Yes,Logistics,R,Neither easy nor difficult,Remote,Male,35,United States,Bachelors,White Or Caucasian,95500
62a4061bf408bae018ee5deb,Data Analyst,Yes,Other,SQL,Easy,Good Work/Life Balance,Female,37,United States,Masters,White Or Caucasian,75500
62a40726575fa3a5ae89d990,Student/Looking/None,Yes,Finance,Python,Very Easy,Better Salary,Male,22,United States,Associates,Other,20000
62a4098124a2626027394ddc,Data Analyst,Yes,Healthcare,Python,Neither easy nor difficult,Better Salary,Male,36,United States,Masters,White Or Caucasian,75500
62a40c99575fa3a5ae89de4b,Data Scientist,Yes,Retail,Python,Easy,Good Work/Life Balance,Male,26,India,Bachelors,Hispanic Or Latino,95500
62a40d86d8c00e9f541afb5e,Data Analyst,Yes,Other,R,Neither easy nor difficult,Good Culture,Female,25,Other,Bachelors,Asian Or Asian American,20000
62a40da3cf255543173132e2,Data Analyst,Yes,Other,R,Neither easy nor difficult,Remote,Female,34,United States,High School,White Or Caucasian,53000
62a40dfa5d257a28a30eb110,Data Analyst,Yes,Other,Python,Difficult,Remote,Male,33,Other,Bachelors,Hispanic Or Latino,20000
62a410b5cec54911e9cb8262,Student/Looking/None,No,Retail,Python,Very Difficult,Good Work/Life Balance,Male,37,United States,Bachelors,White Or Caucasian,53000
62a41135bc6861bf3177f3d8,Data Analyst,No,Marketing,Python,Very Easy,Better Salary,Female,54,United States,High School,White Or Caucasian,75500
62a41795cec54911e9cb8854,Data Analyst,Yes,Finance,Python,Very Easy,Better Salary,Male,26,India,Bachelors,Asian Or Asian American,20000
62a41964d8c00e9f541b061d,Data Analyst,No,Education,R,Neither easy nor difficult,Better Salary,Female,27,United States,Masters,Hispanic Or Latino,53000
62a41968f8d5efcc22f8fd44,BI Developer,Yes,Telecommunication,SQL,Difficult,Better Salary,Male,24,United Kingdom,Bachelors,White Or Caucasian,20000
62a41e23bc6861bf3177fffb,Data Analyst,Yes,Finance,Python,Neither easy nor difficult,Better Salary,Male,24,Other,Bachelors,White Or Caucasian,20000
62a421cebc6861bf317803f5,Other,Yes,Consulting,Python,Neither easy nor difficult,Better Salary,Male,27,Other,Bachelors,White Or Caucasian,20000
62a42243f8d5efcc22f90c55,Student/Looking/None,No,NA,Python,Very Difficult,Remote,Male,25,Other,Bachelors,Asian Or Asian American,20000
62a424ccd8c00e9f541b114e,Data Analyst,Yes,Tech,Python,Difficult,Better Salary,Female,28,United Kingdom,Masters,Black Or African American,20000
62a42527b4da29969c6423f7,BI Developer,No,Education,Python,Easy,Remote,Male,21,United States,Bachelors,Asian Or Asian American,53000
62a425ec2e54c9003e5467bf,Data Analyst,Yes,Healthcare,Other,Difficult,Good Work/Life Balance,Female,28,United States,Bachelors,White Or Caucasian,95500
62a427190a77c1a77f67095c,Data Analyst,Yes,Tech,Python,Neither easy nor difficult,Remote,Male,30,Other,Masters,Black Or African American,20000
62a429f0f3072dd892636396,Data Analyst,No,Education,Python,Easy,Remote,Male,24,Other,Associates,Black Or African American,20000
62a42d6ef8d5efcc22f9178a,Data Analyst,Yes,Healthcare,Python,Difficult,Remote,Male,26,India,Bachelors,Indian,20000
62a436fd24a2626027397c93,Data Analyst,Yes,Tech,Python,Neither easy nor difficult,Good Work/Life Balance,Female,19,Other,High School,Asian Or Asian American,20000
62a43e86f408bae018ee913a,Student/Looking/None,No,Other,Python,Neither easy nor difficult,Good Work/Life Balance,Female,92,India,Masters,Asian Or Asian American,20000
62a43ed4f8d5efcc22f92d0a,Data Analyst,Yes,Healthcare,Python,Neither easy nor difficult,Remote,Male,28,Nigeria,Bachelors,Black Or African American,20000
62a43f43f408bae018ee9281,Student/Looking/None,Yes,Education,Python,Neither easy nor difficult,Better Salary,Female,24,India,Masters,Asian Or Asian American,20000
62a440ab575fa3a5ae8a1418,Other,No,Healthcare,Python,Easy,Better Salary,Male,25,United States,Masters,Asian Or Asian American,53000
62a441e3575fa3a5ae8a1552,Data Analyst,Yes,Finance,Python,Neither easy nor difficult,Good Work/Life Balance,Male,42,United Kingdom,Masters,Black Or African American,53000
62a446faf8f7561645868c60,Data Analyst,Yes,Tech,Python,Difficult,Better Salary,Male,21,India,Bachelors,Asian Or Asian American,20000
62a448832e54c9003e5491c5,Data Analyst,No,Healthcare,Python,Easy,Better Salary,Male,24,United States,Bachelors,White Or Caucasian,75500
62a44ae2f8f7561645869335,Data Analyst,Yes,Healthcare,Python,Neither easy nor difficult,Better Salary,Female,26,United States,Bachelors,White Or Caucasian,53000
62a44bc7bc6861bf31783829,Data Analyst,Yes,Other,Python,Difficult,Better Salary,Male,30,United Kingdom,Bachelors,White Or Caucasian,20000
62a44ea3f408bae018eea62a,Data Engineer,Yes,Marketing,SQL,Neither easy nor difficult,Good Culture,Male,27,United States,Bachelors,Black Or African American,95500
62a4514ff408bae018eea94d,Data Engineer,Yes,Tech,Python,Easy,Better Salary,Male,28,India,Bachelors,Asian Or Asian American,20000
62a45a140a77c1a77f67469d,Data Analyst,No,Government,SQL,Easy,Better Salary,Female,29,United Kingdom,Bachelors,White Or Caucasian,75500
62a45c8bf3072dd89263a493,Data Analyst,No,Other,Python,Easy,Good Work/Life Balance,Female,26,India,Bachelors,Asian Or Asian American,20000
62a45f8c0f8c8599d5b09d40,Data Engineer,Yes,Finance,Python,Neither easy nor difficult,Remote,Male,29,Nigeria,Bachelors,Black Or African American,20000
62a4604d0a77c1a77f674e29,Data Analyst,No,Finance,None,Easy,Remote,Male,60,United Kingdom,Masters,White Or Caucasian,75500
62a46a66f8d5efcc22f95a7a,Data Analyst,Yes,Healthcare,Python,Neither easy nor difficult,Better Salary,Male,25,Nigeria,Bachelors,Black Or African American,20000
62a46ad7d8c00e9f541b664a,Data Analyst,No,Construction,R,Neither easy nor difficult,Good Work/Life Balance,Female,37,Nigeria,Masters,African,20000
62a46dbecf25554317319e48,Data Analyst,Yes,Finance,Python,Neither easy nor difficult,Better Salary,Female,30,Canada,Bachelors,Asian Or Asian American,75500
62a475dcf408bae018eed15c,Data Analyst,Yes,Healthcare,Python,Neither easy nor difficult,Better Salary,Female,27,Nigeria,Masters,Black Or African American,20000
62a477f0b4da29969c64892f,Data Scientist,Yes,Tech,R,Difficult,Other,Male,31,United States,PhD,White Or Caucasian,225000
62a47947cec54911e9cbf6b2,Student/Looking/None,No,NA,R,Neither easy nor difficult,Good Work/Life Balance,Male,24,United Kingdom,Masters,Asian Or Asian American,20000
62a47c587dc029e2d66d9782,Data Analyst,No,Finance,Other,Neither easy nor difficult,Better Salary,Female,20,United States,Bachelors,Black Or African American,20000
