id,aspect,satisfaction
62a347b4f8f7561645853a98,rating management,5
62a347b4f8f7561645853a98,rating upward mobility,3
62a347b4f8f7561645853a98,rating learning,4
62a347f6b4da29969c62fb79,rating salary,1
62a347f6b4da29969c62fb79,rating worklife balance,4
62a347f6b4da29969c62fb79,rating coworkers,4
62a347f6b4da29969c62fb79,rating management,3
62a347f6b4da29969c62fb79,rating upward mobility,2
62a347f6b4da29969c62fb79,rating learning,6
62a3483018134ddc75cea4e6,rating salary,8
62a3483018134ddc75cea4e6,rating worklife balance,9
62a3483018134ddc75cea4e6,rating coworkers,9
62a3483018134ddc75cea4e6,rating management,9
62a3483018134ddc75cea4e6,rating upward mobility,9
62a3483018134ddc75cea4e6,rating learning,8
62a348650f8c8599d5af2b77,rating salary,3
62a348650f8c8599d5af2b77,rating worklife balance,5
62a348650f8c8599d5af2b77,rating coworkers,5
62a348650f8c8599d5af2b77,rating management,6
62a348650f8c8599d5af2b77,rating upward mobility,3
62a348650f8c8599d5af2b77,rating learning,4
62a3489318134ddc75cea659,rating salary,6
62a3489318134ddc75cea659,rating worklife balance,6
62a3489318134ddc75cea659,rating coworkers,6
62a3489318134ddc75cea659,rating management,6
62a3489318134ddc75cea659,rating upward mobility,6
62a3489318134ddc75cea659,rating learning,6
62a348bf2e54c9003e533634,rating salary,4
62a348bf2e54c9003e533634,rating worklife balance,4
62a348bf2e54c9003e533634,rating coworkers,6
62a348bf2e54c9003e533634,rating management,4
62a348bf2e54c9003e533634,rating upward mobility,5
62a348bf2e54c9003e533634,rating learning,6
62a348c2f3072dd892623c10,rating salary,8
62a348c2f3072dd892623c10,rating worklife balance,10
62a348c2f3072dd892623c10,rating coworkers,8
62a348c2f3072dd892623c10,rating management,7
62a348c2f3072dd892623c10,rating upward mobility,8
62a348c2f3072dd892623c10,rating learning,10
62a348f2f8d5efcc22f7e2ba,rating salary,9
62a348f2f8d5efcc22f7e2ba,rating worklife balance,9
62a348f2f8d5efcc22f7e2ba,rating coworkers,9
62a348f2f8d5efcc22f7e2ba,rating management,9
62a348f2f8d5efcc22f7e2ba,rating upward mobility,7
62a348f2f8d5efcc22f7e2ba,rating learning,4
62a349160a77c1a77f65d4db,rating salary,6
62a349160a77c1a77f65d4db,rating worklife balance,9
62a349160a77c1a77f65d4db,rating coworkers,7
62a349160a77c1a77f65d4db,rating management,6
62a349160a77c1a77f65d4db,rating upward mobility,7
62a349160a77c1a77f65d4db,rating learning,7
62a3493fb4da29969c62fe63,rating salary,8
62a3493fb4da29969c62fe63,rating worklife balance,8
62a3493fb4da29969c62fe63,rating coworkers,9
62a3493fb4da29969c62fe63,rating management,9
62a3493fb4da29969c62fe63,rating upward mobility,10
62a3493fb4da29969c62fe63,rating learning,10
62a3496e575fa3a5ae88c4e6,rating salary,8
62a3496e575fa3a5ae88c4e6,rating worklife balance,10
62a3496e575fa3a5ae88c4e6,rating coworkers,9
62a3496e575fa3a5ae88c4e6,rating management,9
62a3496e575fa3a5ae88c4e6,rating upward mobility,10
62a3496e575fa3a5ae88c4e6,rating learning,8
62a3498e575fa3a5ae88c554,rating salary,7
62a3498e575fa3a5ae88c554,rating worklife balance,9
62a3498e575fa3a5ae88c554,rating coworkers,7
62a3498e575fa3a5ae88c554,rating management,8
62a3498e575fa3a5ae88c554,rating upward mobility,8
62a3498e575fa3a5ae88c554,rating learning,10
62a34991b4da29969c62ff4b,rating salary,3
62a34991b4da29969c62ff4b,rating worklife balance,7
62a34991b4da29969c62ff4b,rating coworkers,7
62a34991b4da29969c62ff4b,rating management,7
62a34991b4da29969c62ff4b,rating upward mobility,1
62a34991b4da29969c62ff4b,rating learning,2
62a349bbf8f756164585400d,rating salary,3
62a349bbf8f756164585400d,rating worklife balance,6
62a349bbf8f756164585400d,rating coworkers,6
62a349bbf8f756164585400d,rating management,6
62a349bbf8f756164585400d,rating upward mobility,4
62a349bbf8f756164585400d,rating learning,4
62a349c7cec54911e9ca67c7,rating salary,5
62a349c7cec54911e9ca67c7,rating worklife balance,1
62a349c7cec54911e9ca67c7,rating coworkers,4
62a349c7cec54911e9ca67c7,rating management,3
62a349c7cec54911e9ca67c7,rating upward mobility,3
62a349c7cec54911e9ca67c7,rating learning,4
62a349d5d8c00e9f5419ead2,rating salary,5
62a349d5d8c00e9f5419ead2,rating worklife balance,5
62a349d5d8c00e9f5419ead2,rating coworkers,5
62a349d5d8c00e9f5419ead2,rating management,5
62a349d5d8c00e9f5419ead2,rating upward mobility,4
62a349d5d8c00e9f5419ead2,rating learning,5
62a349e6b4da29969c63000c,rating salary,0
62a349e6b4da29969c63000c,rating worklife balance,0
62a349e6b4da29969c63000c,rating coworkers,0
62a349e6b4da29969c63000c,rating management,2
62a349e6b4da29969c63000c,rating upward mobility,2
62a349e6b4da29969c63000c,rating learning,5
62a34a03cec54911e9ca6869,rating salary,1
62a34a03cec54911e9ca6869,rating worklife balance,2
62a34a03cec54911e9ca6869,rating coworkers,1
62a34a03cec54911e9ca6869,rating management,5
62a34a03cec54911e9ca6869,rating upward mobility,6
62a34a03cec54911e9ca6869,rating learning,6
62a34ab15d257a28a30d9589,rating salary,7
62a34ab15d257a28a30d9589,rating worklife balance,5
62a34ab15d257a28a30d9589,rating coworkers,3
62a34ab15d257a28a30d9589,rating management,6
62a34ab15d257a28a30d9589,rating upward mobility,4
62a34ab15d257a28a30d9589,rating learning,4
62a34abc0f8c8599d5af31c5,rating salary,5
62a34abc0f8c8599d5af31c5,rating worklife balance,8
62a34abc0f8c8599d5af31c5,rating coworkers,8
62a34abc0f8c8599d5af31c5,rating management,7
62a34abc0f8c8599d5af31c5,rating upward mobility,6
62a34abc0f8c8599d5af31c5,rating learning,7
62a34b07cec54911e9ca6b6e,rating salary,0
62a34b07cec54911e9ca6b6e,rating worklife balance,0
62a34b07cec54911e9ca6b6e,rating coworkers,0
62a34b07cec54911e9ca6b6e,rating management,0
62a34b07cec54911e9ca6b6e,rating upward mobility,0
62a34b07cec54911e9ca6b6e,rating learning,5
62a34b0eb4da29969c6302ce,rating salary,7
62a34b0eb4da29969c6302ce,rating worklife balance,9
62a34b0eb4da29969c6302ce,rating coworkers,10
62a34b0eb4da29969c6302ce,rating management,6
62a34b0eb4da29969c6302ce,rating upward mobility,4
62a34b0eb4da29969c6302ce,rating learning,4
62a34b1b0f8c8599d5af328b,rating salary,10
62a34b1b0f8c8599d5af328b,rating worklife balance,8
62a34b1b0f8c8599d5af328b,rating coworkers,9
62a34b1b0f8c8599d5af328b,rating management,10
62a34b1b0f8c8599d5af328b,rating upward mobility,10
62a34b1b0f8c8599d5af328b,rating learning,10
62a34b5b5d257a28a30d96a6,rating salary,8
62a34b5b5d257a28a30d96a6,rating worklife balance,7
62a34b5b5d257a28a30d96a6,rating coworkers,6
62a34b5b5d257a28a30d96a6,rating management,6
62a34b5b5d257a28a30d96a6,rating upward mobility,5
62a34b5b5d257a28a30d96a6,rating learning,9
62a34b7ebae91e4b8b83076c,rating salary,1
62a34b7ebae91e4b8b83076c,rating worklife balance,4
62a34b7ebae91e4b8b83076c,rating coworkers,4
62a34b7ebae91e4b8b83076c,rating management,3
62a34b7ebae91e4b8b83076c,rating upward mobility,NA
62a34b7ebae91e4b8b83076c,rating learning,5
62a34b99cec54911e9ca6e14,rating salary,6
62a34b99cec54911e9ca6e14,rating worklife balance,6
62a34b99cec54911e9ca6e14,rating coworkers,6
62a34b99cec54911e9ca6e14,rating management,6
62a34b99cec54911e9ca6e14,rating upward mobility,6
62a34b99cec54911e9ca6e14,rating learning,6
62a34bb0f3072dd892624210,rating salary,5
62a34bb0f3072dd892624210,rating worklife balance,7
62a34bb0f3072dd892624210,rating coworkers,7
62a34bb0f3072dd892624210,rating management,6
62a34bb0f3072dd892624210,rating upward mobility,6
62a34bb0f3072dd892624210,rating learning,7
62a34bd0cf2555431730208b,rating salary,7
62a34bd0cf2555431730208b,rating worklife balance,3
62a34bd0cf2555431730208b,rating coworkers,8
62a34bd0cf2555431730208b,rating management,6
62a34bd0cf2555431730208b,rating upward mobility,8
62a34bd0cf2555431730208b,rating learning,8
62a34bd4f408bae018ed57bd,rating salary,1
62a34bd4f408bae018ed57bd,rating worklife balance,9
62a34bd4f408bae018ed57bd,rating coworkers,6
62a34bd4f408bae018ed57bd,rating management,0
62a34bd4f408bae018ed57bd,rating upward mobility,0
62a34bd4f408bae018ed57bd,rating learning,0
62a34c66b4da29969c6305af,rating salary,9
62a34c66b4da29969c6305af,rating worklife balance,8
62a34c66b4da29969c6305af,rating coworkers,9
62a34c66b4da29969c6305af,rating management,9
62a34c66b4da29969c6305af,rating upward mobility,8
62a34c66b4da29969c6305af,rating learning,8
62a34d1ff8f756164585465c,rating salary,4
62a34d1ff8f756164585465c,rating worklife balance,7
62a34d1ff8f756164585465c,rating coworkers,8
62a34d1ff8f756164585465c,rating management,8
62a34d1ff8f756164585465c,rating upward mobility,5
62a34d1ff8f756164585465c,rating learning,7
62a34d4118134ddc75ceb0ed,rating salary,1
62a34d4118134ddc75ceb0ed,rating worklife balance,1
62a34d4118134ddc75ceb0ed,rating coworkers,1
62a34d4118134ddc75ceb0ed,rating management,0
62a34d4118134ddc75ceb0ed,rating upward mobility,0
62a34d4118134ddc75ceb0ed,rating learning,3
62a34da0f408bae018ed5abd,rating salary,0
62a34da0f408bae018ed5abd,rating worklife balance,0
62a34da0f408bae018ed5abd,rating coworkers,2
62a34da0f408bae018ed5abd,rating management,0
62a34da0f408bae018ed5abd,rating upward mobility,0
62a34da0f408bae018ed5abd,rating learning,0
62a34dbb5d257a28a30d9a61,rating salary,0
62a34dbb5d257a28a30d9a61,rating worklife balance,6
62a34dbb5d257a28a30d9a61,rating coworkers,5
62a34dbb5d257a28a30d9a61,rating management,5
62a34dbb5d257a28a30d9a61,rating upward mobility,3
62a34dbb5d257a28a30d9a61,rating learning,1
62a34e00f8f7561645854954,rating salary,8
62a34e00f8f7561645854954,rating worklife balance,10
62a34e00f8f7561645854954,rating coworkers,10
62a34e00f8f7561645854954,rating management,10
62a34e00f8f7561645854954,rating upward mobility,2
62a34e00f8f7561645854954,rating learning,7
62a34e082e54c9003e534118,rating salary,5
62a34e082e54c9003e534118,rating worklife balance,6
62a34e082e54c9003e534118,rating coworkers,6
62a34e082e54c9003e534118,rating management,6
62a34e082e54c9003e534118,rating upward mobility,6
62a34e082e54c9003e534118,rating learning,4
62a34eb7bc6861bf3176e6d8,rating salary,7
62a34eb7bc6861bf3176e6d8,rating worklife balance,10
62a34eb7bc6861bf3176e6d8,rating coworkers,10
62a34eb7bc6861bf3176e6d8,rating management,10
62a34eb7bc6861bf3176e6d8,rating upward mobility,8
62a34eb7bc6861bf3176e6d8,rating learning,10
62a34f2af8f7561645854c1c,rating salary,1
62a34f2af8f7561645854c1c,rating worklife balance,2
62a34f2af8f7561645854c1c,rating coworkers,8
62a34f2af8f7561645854c1c,rating management,7
62a34f2af8f7561645854c1c,rating upward mobility,0
62a34f2af8f7561645854c1c,rating learning,0
62a34f3bf408bae018ed5e42,rating salary,10
62a34f3bf408bae018ed5e42,rating worklife balance,10
62a34f3bf408bae018ed5e42,rating coworkers,10
62a34f3bf408bae018ed5e42,rating management,10
62a34f3bf408bae018ed5e42,rating upward mobility,10
62a34f3bf408bae018ed5e42,rating learning,10
62a34fa418134ddc75ceb509,rating salary,4
62a34fa418134ddc75ceb509,rating worklife balance,5
62a34fa418134ddc75ceb509,rating coworkers,5
62a34fa418134ddc75ceb509,rating management,5
62a34fa418134ddc75ceb509,rating upward mobility,6
62a34fa418134ddc75ceb509,rating learning,8
62a34fbacec54911e9ca776f,rating salary,1
62a34fbacec54911e9ca776f,rating worklife balance,6
62a34fbacec54911e9ca776f,rating coworkers,4
62a34fbacec54911e9ca776f,rating management,3
62a34fbacec54911e9ca776f,rating upward mobility,5
62a34fbacec54911e9ca776f,rating learning,6
62a34fc3f3072dd892624a45,rating salary,8
62a34fc3f3072dd892624a45,rating worklife balance,9
62a34fc3f3072dd892624a45,rating coworkers,8
62a34fc3f3072dd892624a45,rating management,7
62a34fc3f3072dd892624a45,rating upward mobility,7
62a34fc3f3072dd892624a45,rating learning,8
62a34ff1f408bae018ed601d,rating salary,2
62a34ff1f408bae018ed601d,rating worklife balance,6
62a34ff1f408bae018ed601d,rating coworkers,2
62a34ff1f408bae018ed601d,rating management,3
62a34ff1f408bae018ed601d,rating upward mobility,2
62a34ff1f408bae018ed601d,rating learning,2
62a34ff4f3072dd892624b32,rating salary,3
62a34ff4f3072dd892624b32,rating worklife balance,6
62a34ff4f3072dd892624b32,rating coworkers,4
62a34ff4f3072dd892624b32,rating management,6
62a34ff4f3072dd892624b32,rating upward mobility,4
62a34ff4f3072dd892624b32,rating learning,6
62a3505bd8c00e9f5419f8df,rating salary,3
62a3505bd8c00e9f5419f8df,rating worklife balance,5
62a3505bd8c00e9f5419f8df,rating coworkers,4
62a3505bd8c00e9f5419f8df,rating management,5
62a3505bd8c00e9f5419f8df,rating upward mobility,4
62a3505bd8c00e9f5419f8df,rating learning,4
62a350f7f3072dd892624d05,rating salary,5
62a350f7f3072dd892624d05,rating worklife balance,2
62a350f7f3072dd892624d05,rating coworkers,4
62a350f7f3072dd892624d05,rating management,3
62a350f7f3072dd892624d05,rating upward mobility,3
62a350f7f3072dd892624d05,rating learning,3
62a35130f3072dd892624d9f,rating salary,2
62a35130f3072dd892624d9f,rating worklife balance,6
62a35130f3072dd892624d9f,rating coworkers,6
62a35130f3072dd892624d9f,rating management,5
62a35130f3072dd892624d9f,rating upward mobility,4
62a35130f3072dd892624d9f,rating learning,5
62a351860a77c1a77f65e86b,rating salary,7
62a351860a77c1a77f65e86b,rating worklife balance,8
62a351860a77c1a77f65e86b,rating coworkers,8
62a351860a77c1a77f65e86b,rating management,8
62a351860a77c1a77f65e86b,rating upward mobility,8
62a351860a77c1a77f65e86b,rating learning,7
62a3519b24a262602738514a,rating salary,9
62a3519b24a262602738514a,rating worklife balance,10
62a3519b24a262602738514a,rating coworkers,10
62a3519b24a262602738514a,rating management,10
62a3519b24a262602738514a,rating upward mobility,7
62a3519b24a262602738514a,rating learning,9
62a35236b4da29969c631214,rating salary,1
62a35236b4da29969c631214,rating worklife balance,1
62a35236b4da29969c631214,rating coworkers,1
62a35236b4da29969c631214,rating management,0
62a35236b4da29969c631214,rating upward mobility,0
62a35236b4da29969c631214,rating learning,2
62a352a32e54c9003e534981,rating salary,8
62a352a32e54c9003e534981,rating worklife balance,8
62a352a32e54c9003e534981,rating coworkers,7
62a352a32e54c9003e534981,rating management,7
62a352a32e54c9003e534981,rating upward mobility,10
62a352a32e54c9003e534981,rating learning,10
62a352f00a77c1a77f65eae7,rating salary,3
62a352f00a77c1a77f65eae7,rating worklife balance,2
62a352f00a77c1a77f65eae7,rating coworkers,4
62a352f00a77c1a77f65eae7,rating management,2
62a352f00a77c1a77f65eae7,rating upward mobility,2
62a352f00a77c1a77f65eae7,rating learning,2
62a353372e54c9003e534a40,rating salary,8
62a353372e54c9003e534a40,rating worklife balance,10
62a353372e54c9003e534a40,rating coworkers,9
62a353372e54c9003e534a40,rating management,7
62a353372e54c9003e534a40,rating upward mobility,5
62a353372e54c9003e534a40,rating learning,5
62a353565d257a28a30da59f,rating salary,2
62a353565d257a28a30da59f,rating worklife balance,3
62a353565d257a28a30da59f,rating coworkers,3
62a353565d257a28a30da59f,rating management,3
62a353565d257a28a30da59f,rating upward mobility,2
62a353565d257a28a30da59f,rating learning,4
62a353f07dc029e2d66c1783,rating salary,3
62a353f07dc029e2d66c1783,rating worklife balance,5
62a353f07dc029e2d66c1783,rating coworkers,5
62a353f07dc029e2d66c1783,rating management,4
62a353f07dc029e2d66c1783,rating upward mobility,4
62a353f07dc029e2d66c1783,rating learning,5
62a3545e0f8c8599d5af474b,rating salary,8
62a3545e0f8c8599d5af474b,rating worklife balance,8
62a3545e0f8c8599d5af474b,rating coworkers,8
62a3545e0f8c8599d5af474b,rating management,8
62a3545e0f8c8599d5af474b,rating upward mobility,10
62a3545e0f8c8599d5af474b,rating learning,10
62a35472cec54911e9ca82bc,rating salary,3
62a35472cec54911e9ca82bc,rating worklife balance,4
62a35472cec54911e9ca82bc,rating coworkers,5
62a35472cec54911e9ca82bc,rating management,5
62a35472cec54911e9ca82bc,rating upward mobility,4
62a35472cec54911e9ca82bc,rating learning,3
62a354bdb4da29969c631700,rating salary,1
62a354bdb4da29969c631700,rating worklife balance,4
62a354bdb4da29969c631700,rating coworkers,3
62a354bdb4da29969c631700,rating management,2
62a354bdb4da29969c631700,rating upward mobility,0
62a354bdb4da29969c631700,rating learning,6
62a354e9cf255543173031ed,rating salary,8
62a354e9cf255543173031ed,rating worklife balance,10
62a354e9cf255543173031ed,rating coworkers,8
62a354e9cf255543173031ed,rating management,8
62a354e9cf255543173031ed,rating upward mobility,9
62a354e9cf255543173031ed,rating learning,10
62a35541f3072dd892625517,rating salary,5
62a35541f3072dd892625517,rating worklife balance,5
62a35541f3072dd892625517,rating coworkers,7
62a35541f3072dd892625517,rating management,7
62a35541f3072dd892625517,rating upward mobility,7
62a35541f3072dd892625517,rating learning,7
62a355445d257a28a30dab12,rating salary,0
62a355445d257a28a30dab12,rating worklife balance,7
62a355445d257a28a30dab12,rating coworkers,7
62a355445d257a28a30dab12,rating management,7
62a355445d257a28a30dab12,rating upward mobility,0
62a355445d257a28a30dab12,rating learning,7
62a35631cf25554317303425,rating salary,7
62a35631cf25554317303425,rating worklife balance,5
62a35631cf25554317303425,rating coworkers,8
62a35631cf25554317303425,rating management,6
62a35631cf25554317303425,rating upward mobility,5
62a35631cf25554317303425,rating learning,10
62a357390a77c1a77f65f189,rating salary,0
62a357390a77c1a77f65f189,rating worklife balance,7
62a357390a77c1a77f65f189,rating coworkers,5
62a357390a77c1a77f65f189,rating management,0
62a357390a77c1a77f65f189,rating upward mobility,0
62a357390a77c1a77f65f189,rating learning,7
62a3578b0a77c1a77f65f279,rating salary,4
62a3578b0a77c1a77f65f279,rating worklife balance,6
62a3578b0a77c1a77f65f279,rating coworkers,5
62a3578b0a77c1a77f65f279,rating management,4
62a3578b0a77c1a77f65f279,rating upward mobility,5
62a3578b0a77c1a77f65f279,rating learning,6
62a357d30f8c8599d5af4ea3,rating salary,4
62a357d30f8c8599d5af4ea3,rating worklife balance,4
62a357d30f8c8599d5af4ea3,rating coworkers,5
62a357d30f8c8599d5af4ea3,rating management,6
62a357d30f8c8599d5af4ea3,rating upward mobility,6
62a357d30f8c8599d5af4ea3,rating learning,0
62a3582e575fa3a5ae88e506,rating salary,7
62a3582e575fa3a5ae88e506,rating worklife balance,8
62a3582e575fa3a5ae88e506,rating coworkers,8
62a3582e575fa3a5ae88e506,rating management,8
62a3582e575fa3a5ae88e506,rating upward mobility,7
62a3582e575fa3a5ae88e506,rating learning,8
62a35878575fa3a5ae88e5d5,rating salary,6
62a35878575fa3a5ae88e5d5,rating worklife balance,10
62a35878575fa3a5ae88e5d5,rating coworkers,3
62a35878575fa3a5ae88e5d5,rating management,5
62a35878575fa3a5ae88e5d5,rating upward mobility,0
62a35878575fa3a5ae88e5d5,rating learning,10
62a35981bae91e4b8b8323dd,rating salary,6
62a35981bae91e4b8b8323dd,rating worklife balance,6
62a35981bae91e4b8b8323dd,rating coworkers,3
62a35981bae91e4b8b8323dd,rating management,3
62a35981bae91e4b8b8323dd,rating upward mobility,3
62a35981bae91e4b8b8323dd,rating learning,3
62a35a2c7dc029e2d66c2519,rating salary,3
62a35a2c7dc029e2d66c2519,rating worklife balance,7
62a35a2c7dc029e2d66c2519,rating coworkers,6
62a35a2c7dc029e2d66c2519,rating management,7
62a35a2c7dc029e2d66c2519,rating upward mobility,0
62a35a2c7dc029e2d66c2519,rating learning,0
62a35aa2f8d5efcc22f8075d,rating salary,3
62a35aa2f8d5efcc22f8075d,rating worklife balance,5
62a35aa2f8d5efcc22f8075d,rating coworkers,6
62a35aa2f8d5efcc22f8075d,rating management,4
62a35aa2f8d5efcc22f8075d,rating upward mobility,3
62a35aa2f8d5efcc22f8075d,rating learning,7
62a35ababae91e4b8b83269d,rating salary,8
62a35ababae91e4b8b83269d,rating worklife balance,8
62a35ababae91e4b8b83269d,rating coworkers,8
62a35ababae91e4b8b83269d,rating management,8
62a35ababae91e4b8b83269d,rating upward mobility,8
62a35ababae91e4b8b83269d,rating learning,9
62a35ae0575fa3a5ae88ea98,rating salary,5
62a35ae0575fa3a5ae88ea98,rating worklife balance,5
62a35ae0575fa3a5ae88ea98,rating coworkers,6
62a35ae0575fa3a5ae88ea98,rating management,5
62a35ae0575fa3a5ae88ea98,rating upward mobility,6
62a35ae0575fa3a5ae88ea98,rating learning,7
62a35ae87dc029e2d66c279b,rating salary,1
62a35ae87dc029e2d66c279b,rating worklife balance,2
62a35ae87dc029e2d66c279b,rating coworkers,6
62a35ae87dc029e2d66c279b,rating management,4
62a35ae87dc029e2d66c279b,rating upward mobility,2
62a35ae87dc029e2d66c279b,rating learning,0
62a35b13bc6861bf31770188,rating salary,3
62a35b13bc6861bf31770188,rating worklife balance,3
62a35b13bc6861bf31770188,rating coworkers,3
62a35b13bc6861bf31770188,rating management,2
62a35b13bc6861bf31770188,rating upward mobility,2
62a35b13bc6861bf31770188,rating learning,1
62a35b72f408bae018ed76a8,rating salary,3
62a35b72f408bae018ed76a8,rating worklife balance,4
62a35b72f408bae018ed76a8,rating coworkers,4
62a35b72f408bae018ed76a8,rating management,4
62a35b72f408bae018ed76a8,rating upward mobility,1
62a35b72f408bae018ed76a8,rating learning,3
62a35b965d257a28a30db899,rating salary,0
62a35b965d257a28a30db899,rating worklife balance,0
62a35b965d257a28a30db899,rating coworkers,7
62a35b965d257a28a30db899,rating management,1
62a35b965d257a28a30db899,rating upward mobility,0
62a35b965d257a28a30db899,rating learning,9
62a35ba3f3072dd892626068,rating salary,8
62a35ba3f3072dd892626068,rating worklife balance,10
62a35ba3f3072dd892626068,rating coworkers,10
62a35ba3f3072dd892626068,rating management,10
62a35ba3f3072dd892626068,rating upward mobility,10
62a35ba3f3072dd892626068,rating learning,10
62a35c890a77c1a77f65fdfa,rating salary,2
62a35c890a77c1a77f65fdfa,rating worklife balance,8
62a35c890a77c1a77f65fdfa,rating coworkers,8
62a35c890a77c1a77f65fdfa,rating management,7
62a35c890a77c1a77f65fdfa,rating upward mobility,6
62a35c890a77c1a77f65fdfa,rating learning,9
62a35d8f575fa3a5ae88efd6,rating salary,2
62a35d8f575fa3a5ae88efd6,rating worklife balance,4
62a35d8f575fa3a5ae88efd6,rating coworkers,6
62a35d8f575fa3a5ae88efd6,rating management,1
62a35d8f575fa3a5ae88efd6,rating upward mobility,1
62a35d8f575fa3a5ae88efd6,rating learning,1
62a35d95cf25554317304386,rating salary,10
62a35d95cf25554317304386,rating worklife balance,10
62a35d95cf25554317304386,rating coworkers,10
62a35d95cf25554317304386,rating management,8
62a35d95cf25554317304386,rating upward mobility,10
62a35d95cf25554317304386,rating learning,10
62a35e970a77c1a77f66035a,rating salary,2
62a35e970a77c1a77f66035a,rating worklife balance,4
62a35e970a77c1a77f66035a,rating coworkers,1
62a35e970a77c1a77f66035a,rating management,3
62a35e970a77c1a77f66035a,rating upward mobility,1
62a35e970a77c1a77f66035a,rating learning,7
62a35eabf408bae018ed7cbc,rating salary,2
62a35eabf408bae018ed7cbc,rating worklife balance,4
62a35eabf408bae018ed7cbc,rating coworkers,5
62a35eabf408bae018ed7cbc,rating management,5
62a35eabf408bae018ed7cbc,rating upward mobility,4
62a35eabf408bae018ed7cbc,rating learning,6
62a35f0d24a2626027386a8b,rating salary,3
62a35f0d24a2626027386a8b,rating worklife balance,3
62a35f0d24a2626027386a8b,rating coworkers,4
62a35f0d24a2626027386a8b,rating management,1
62a35f0d24a2626027386a8b,rating upward mobility,2
62a35f0d24a2626027386a8b,rating learning,2
62a35f825d257a28a30dc128,rating salary,8
62a35f825d257a28a30dc128,rating worklife balance,10
62a35f825d257a28a30dc128,rating coworkers,10
62a35f825d257a28a30dc128,rating management,8
62a35f825d257a28a30dc128,rating upward mobility,5
62a35f825d257a28a30dc128,rating learning,7
62a35fa0f8f7561645856c35,rating salary,4
62a35fa0f8f7561645856c35,rating worklife balance,5
62a35fa0f8f7561645856c35,rating coworkers,5
62a35fa0f8f7561645856c35,rating management,5
62a35fa0f8f7561645856c35,rating upward mobility,4
62a35fa0f8f7561645856c35,rating learning,4
62a35fc1f8f7561645856c98,rating salary,0
62a35fc1f8f7561645856c98,rating worklife balance,0
62a35fc1f8f7561645856c98,rating coworkers,0
62a35fc1f8f7561645856c98,rating management,0
62a35fc1f8f7561645856c98,rating upward mobility,0
62a35fc1f8f7561645856c98,rating learning,0
62a3602318134ddc75ced6b9,rating salary,4
62a3602318134ddc75ced6b9,rating worklife balance,5
62a3602318134ddc75ced6b9,rating coworkers,3
62a3602318134ddc75ced6b9,rating management,4
62a3602318134ddc75ced6b9,rating upward mobility,2
62a3602318134ddc75ced6b9,rating learning,3
62a360b8f8f7561645856ec4,rating salary,5
62a360b8f8f7561645856ec4,rating worklife balance,3
62a360b8f8f7561645856ec4,rating coworkers,5
62a360b8f8f7561645856ec4,rating management,5
62a360b8f8f7561645856ec4,rating upward mobility,4
62a360b8f8f7561645856ec4,rating learning,5
62a360dbd8c00e9f541a16cf,rating salary,10
62a360dbd8c00e9f541a16cf,rating worklife balance,4
62a360dbd8c00e9f541a16cf,rating coworkers,10
62a360dbd8c00e9f541a16cf,rating management,10
62a360dbd8c00e9f541a16cf,rating upward mobility,4
62a360dbd8c00e9f541a16cf,rating learning,10
62a36146f8f7561645856ff7,rating salary,6
62a36146f8f7561645856ff7,rating worklife balance,8
62a36146f8f7561645856ff7,rating coworkers,6
62a36146f8f7561645856ff7,rating management,6
62a36146f8f7561645856ff7,rating upward mobility,8
62a36146f8f7561645856ff7,rating learning,10
62a361af0f8c8599d5af6277,rating salary,0
62a361af0f8c8599d5af6277,rating worklife balance,0
62a361af0f8c8599d5af6277,rating coworkers,0
62a361af0f8c8599d5af6277,rating management,0
62a361af0f8c8599d5af6277,rating upward mobility,0
62a361af0f8c8599d5af6277,rating learning,0
62a361cc575fa3a5ae88f908,rating salary,7
62a361cc575fa3a5ae88f908,rating worklife balance,5
62a361cc575fa3a5ae88f908,rating coworkers,5
62a361cc575fa3a5ae88f908,rating management,7
62a361cc575fa3a5ae88f908,rating upward mobility,9
62a361cc575fa3a5ae88f908,rating learning,10
62a3620f0f8c8599d5af63a5,rating salary,0
62a3620f0f8c8599d5af63a5,rating worklife balance,10
62a3620f0f8c8599d5af63a5,rating coworkers,6
62a3620f0f8c8599d5af63a5,rating management,0
62a3620f0f8c8599d5af63a5,rating upward mobility,0
62a3620f0f8c8599d5af63a5,rating learning,0
62a36251d8c00e9f541a199e,rating salary,5
62a36251d8c00e9f541a199e,rating worklife balance,5
62a36251d8c00e9f541a199e,rating coworkers,6
62a36251d8c00e9f541a199e,rating management,4
62a36251d8c00e9f541a199e,rating upward mobility,5
62a36251d8c00e9f541a199e,rating learning,5
62a36275bc6861bf31771183,rating salary,6
62a36275bc6861bf31771183,rating worklife balance,8
62a36275bc6861bf31771183,rating coworkers,10
62a36275bc6861bf31771183,rating management,9
62a36275bc6861bf31771183,rating upward mobility,7
62a36275bc6861bf31771183,rating learning,9
62a3636c2e54c9003e536e6b,rating salary,1
62a3636c2e54c9003e536e6b,rating worklife balance,2
62a3636c2e54c9003e536e6b,rating coworkers,4
62a3636c2e54c9003e536e6b,rating management,4
62a3636c2e54c9003e536e6b,rating upward mobility,4
62a3636c2e54c9003e536e6b,rating learning,5
62a365c2f8d5efcc22f81e2e,rating salary,3
62a365c2f8d5efcc22f81e2e,rating worklife balance,5
62a365c2f8d5efcc22f81e2e,rating coworkers,9
